index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
41177a0fcb4780d7e31f291a8510209c,2025-12-01T12:54:16Z,'cold spell',economictimes.indiatimes.com,en,0.9,Harsher winter ahead? IMD expects next cold wave spell in these regions from Dec 3 onwards,"Central India and adjoining regions are forecast to experience normal to below-normal temperatures this winter, with an increased likelihood of cold wave conditions in several northern and central states. While most of the country anticipates normal to below-…",https://economictimes.indiatimes.com/news/new-updates/harsher-winter-ahead-imd-expects-next-cold-wave-spell-in-these-regions-from-dec-3-onwards/articleshow/125695340.cms,"https://img.etimg.com/thumb/msid-125695364,width-1200,height-630,imgsize-19188,overlay-economictimes/articleshow.jpg",,"Normal to below-normal temperatures are expected in central India and the adjoining northwest and peninsular regions during the three-month winter season, the India Meteorological Department (IMD) sa… [+2401 chars]",,"Härterer Winter bevor? IMD erwartet die nächste Kältewelle in diesen Regionen ab dem 3. Dezember. In Zentralindien und den angrenzenden Regionen werden in diesem Winter voraussichtlich normale bis unterdurchschnittliche Temperaturen herrschen, wobei in mehreren nördlichen und zentralen Bundesstaaten die Wahrscheinlichkeit von Kältewellen zunimmt. Während der Großteil des Landes davon ausgeht, dass die Lage normal bis darunter liegt, …","Harsher winter ahead? IMD expects next cold wave spell in these regions from Dec 3 onwards. Central India and adjoining regions are forecast to experience normal to below-normal temperatures this winter, with an increased likelihood of cold wave conditions in several northern and central states. While most of the country anticipates normal to below-…","Praemisit hiemem acerbior? IMD expectat proximam undam frigidam incantatores in his regionibus a Dec 3 sequentes. Media India et regiones vicinae praesagiunt sentire normales temperaturas infra normales hac hieme, aucta verisibilitate undarum frigidarum in pluribus civitatibus septentrionalibus et centralibus. Dum plerique patriae normales infra-…",2025-12-02 15:19:25+00:00
b7a6dc641e5cfa87906a61ed98f8bd8d,2025-12-02T02:30:52Z,'cold wave',economictimes.indiatimes.com,en,0.9,"Weather today: Chennai, Andhra Pradesh on high rainfall alert; IMD warns of more cold waves in Delhi, Punjab. Check latest update","Weather update: Chennai, coastal Andhra Pradesh and Puducherry are on high rainfall alert due to the impact of cyclone Ditwah. Schools in Chennai will remain closed today due to heavy rainfall. Meanwhile, the IMD has said central and parts of northwest and pe…",https://economictimes.indiatimes.com/news/new-updates/weather-today-chennai-andhra-pradesh-on-high-rainfall-alert-imd-warns-of-more-cold-waves-in-delhi-punjab-check-latest-update/articleshow/125707620.cms,"https://img.etimg.com/thumb/msid-125707679,width-1200,height-630,imgsize-135858,overlay-economictimes/articleshow.jpg",,"Chennai and its neighbouring districts received torrential rainfall on Monday due to the remnants of the now weakened Cyclone Ditwah which triggered inundation of roads, highways and low-lying areas.… [+3725 chars]",,"Wetter heute: Chennai, Andhra Pradesh mit starker Niederschlagswarnung; IMD warnt vor weiteren Kältewellen in Delhi, Punjab. Überprüfen Sie das neueste Update. Wetteraktualisierung: Für Chennai, die Küstenorte Andhra Pradesh und Puducherry besteht aufgrund der Auswirkungen des Zyklons Ditwah Alarm wegen starker Niederschläge. Die Schulen in Chennai bleiben heute wegen starker Regenfälle geschlossen. In der Zwischenzeit hat das IMD mitgeteilt, dass Zentral- und Teile des Nordwestens und des Westens …","Weather today: Chennai, Andhra Pradesh on high rainfall alert; IMD warns of more cold waves in Delhi, Punjab. Check latest update. Weather update: Chennai, coastal Andhra Pradesh and Puducherry are on high rainfall alert due to the impact of cyclone Ditwah. Schools in Chennai will remain closed today due to heavy rainfall. Meanwhile, the IMD has said central and parts of northwest and pe…","Tempestas hodie: Chennai, Andhra Pradesh in altis imbribus erectus; IMD frigidiores fluctus monet in Delhi, Punjab. Reprehendo tardus renovatio. Tempestas renovatio: Chennai, maritima Andhra Pradesh et Puducherry in altum pluviae erectae sunt propter impulsum cyclonis Ditwah. Scholae Chennai clausae hodie ob pluvias graves manebunt. Interim IMD dixit media et partes aquilonis et pe…",2025-12-03 20:20:00+00:00
94995bcc7819beb5d71ab43d6093d915,2025-12-02T07:09:49Z,'colder than usual',economictimes.indiatimes.com,en,0.9,"Harsher winter this year: What residents of Delhi, UP, Gujarat, Rajasthan, & Telangana need to know about IMD’s warning","This winter, central and north India are bracing for a colder season with an increased number of cold wave days, according to the IMD. Regions like Madhya Pradesh, Punjab, Haryana, and Delhi are expected to experience below-normal temperatures and prolonged c…",https://economictimes.indiatimes.com/news/new-updates/harsher-winter-this-year-what-residents-of-delhi-up-gujarat-rajasthan-telangana-need-to-know-about-imds-warning/articleshow/125712277.cms,"https://img.etimg.com/thumb/msid-125712337,width-1200,height-630,imgsize-1405469,overlay-economictimes/articleshow.jpg",,"This winter might test our endurance more than usual. According to the India Meteorological Department (IMD), the DecemberFebruary season is expected to be noticeably colder across several regions, e… [+2957 chars]",,"Härterer Winter in diesem Jahr: Was Einwohner von Delhi, UP, Gujarat, Rajasthan und Telangana über die Warnung des IMD wissen müssen. In diesem Winter bereiten sich Zentral- und Nordindien laut IMD auf eine kältere Jahreszeit mit einer erhöhten Anzahl von Kältewellentagen vor. In Regionen wie Madhya Pradesh, Punjab, Haryana und Delhi werden voraussichtlich unterdurchschnittliche Temperaturen und längere Hitze herrschen.","Harsher winter this year: What residents of Delhi, UP, Gujarat, Rajasthan, & Telangana need to know about IMD’s warning. This winter, central and north India are bracing for a colder season with an increased number of cold wave days, according to the IMD. Regions like Madhya Pradesh, Punjab, Haryana, and Delhi are expected to experience below-normal temperatures and prolonged c…","Gravior hiemalis hoc anno: Quid incolas Delhi, UP, Gujarat, Rajasthan, & Telangana de admonitione IMD scire opus est. Haec hiems, media et septentriones Indiae, cingunt tempore frigidiore cum auctis numero dierum frigidorum, secundum IMD. Regiones sicut Madhya Pradesh, Punjab, Haryana et Delhi exspectantur ut infra-normales calores experiantur et prolongentur c…",2025-12-03 20:20:00+00:00
c3498feaea2cac341184f6ba4a6c8e0a,2025-12-01T16:30:27Z,'cold spell',statetimes.in,en,0.9,"Fresh snowfall in parts of Kashmir, overcast skies ease cold wave","SRINAGAR: Overcast skies eased the cold wave conditions in Kashmir as higher reaches in some parts of the valley received fresh snowfall on Monday, officials here said. A light spell of fresh snowfall was recorded around Minimarg area near Zojila Pass along t…",https://statetimes.in/fresh-snowfall-in-parts-of-kashmir-overcast-skies-ease-cold-wave/,https://statetimes.in/wp-content/uploads/2025/12/Snowfall-2.jpg,,"SRINAGAR: Overcast skies eased the cold wave conditions in Kashmir as higher reaches in some parts of the valley received fresh snowfall on Monday, officials here said.
A light spell of fresh snowfa… [+1062 chars]",,"In Teilen Kaschmirs fällt frischer Schnee, bewölkter Himmel mildert die Kältewelle. SRINAGAR: Bewölkter Himmel milderte die Kältewellenbedingungen in Kaschmir, da in einigen Teilen des Tals am Montag in höheren Lagen Neuschnee fiel, sagten Beamte hier. Im Minimarg-Gebiet in der Nähe des Zojila-Passes wurde entlang der Strecke ein leichter Neuschneefall registriert.","Fresh snowfall in parts of Kashmir, overcast skies ease cold wave. SRINAGAR: Overcast skies eased the cold wave conditions in Kashmir as higher reaches in some parts of the valley received fresh snowfall on Monday, officials here said. A light spell of fresh snowfall was recorded around Minimarg area near Zojila Pass along t…","Nova nix in partibus Kashmir, coelum demersit otia frigida unda. SRINAGAR: Serena caeli frigidae condiciones in Kashmir undarum sedata, ut altiora spatia in quibusdam partibus vallis novas nives Lunae accepissent, ministri hic dicti sunt. Lumen incantamentum nova nix de Minimarg area circa Minimarg regio prope Zojila Transi t...",2025-12-05 01:16:21+00:00
4c72e008a5848ebdbf041cada23386b9,2025-12-01T20:50:17Z,'cold wave',timesofindia.indiatimes.com,en,0.9,Winter may be chillier with more cold waves in parts of north: IMD,"Central and parts of northwest and peninsular India brace for a colder winter with below-normal day and night temperatures expected from December to February. The region anticipates an increase of 4-5 additional cold wave days, potentially impacting vulnerabl…",https://timesofindia.indiatimes.com/india/winter-may-be-chillier-with-more-cold-waves-in-parts-of-north-imd/articleshow/125704082.cms,"https://static.toiimg.com/thumb/msid-125704084,width-1070,height-580,imgsize-395701,resizemode-75,overlay-toi_sw,pt-32,y_pad-500/photo.jpg",,"<ul><li>News</li>
<li>India News</li>
<li>Winter may be chillier with more cold waves in parts of north: IMD</li></ul>
Central and parts of northwest and peninsular India brace for a colder winter… [+3960 chars]",,"Der Winter könnte kühler sein und in Teilen des Nordens mehr Kältewellen verzeichnen: IMD. Zentralindien und Teile des Nordwestens und der Halbinsel stellen sich auf einen kälteren Winter mit unterdurchschnittlichen Tag- und Nachttemperaturen von Dezember bis Februar ein. Die Region rechnet mit einem Anstieg von 4–5 zusätzlichen Kältewellentagen, was sich möglicherweise auf gefährdete Gebiete auswirkt.","Winter may be chillier with more cold waves in parts of north: IMD. Central and parts of northwest and peninsular India brace for a colder winter with below-normal day and night temperatures expected from December to February. The region anticipates an increase of 4-5 additional cold wave days, potentially impacting vulnerabl…","Hiems sit frigidior in partibus septentrionis undis frigidior: IMD. Mediae et partes septentrionales et peninsulares Indiae ue in hiemem frigidiorem cum temperaturis infra-normalibus diebus et noctibus exspectantur a Decembri ad Februarium. Regio anticipat augmentum 4-5 dierum frigidorum additorum fluctuum, potentialiter impacting vulnerable…",2025-12-05 01:16:21+00:00
8f8af2829bbf2e26cb8cd571c4fed170,2025-12-01T18:07:14Z,'extreme cold',nypost.com,en,0.9,Northeast set to be blasted by ‘most extreme cold on Earth’ before Christmas,"The northeastern US is set to be blasted with the with most extreme cold on Earth later this month, according to shocking new forecasts.",https://nypost.com/2025/12/01/us-news/northeast-set-to-be-blasted-by-most-extreme-cold-on-earth-before-christmas/,https://nypost.com/wp-content/uploads/sites/2/2025/12/cold-weather-comp.jpg?quality=75&strip=all&w=1200,http://web.archive.org/web/20251202094359/https://nypost.com/2025/12/01/us-news/northeast-set-to-be-blasted-by-most-extreme-cold-on-earth-before-christmas/,"The northeastern US is set to be blasted with the with most extreme cold on Earth later this month, according to shocking new forecasts.
“My thinking is that the cold the first week of December is t… [+856 chars]",,Der Nordosten wird vor Weihnachten von der „extremsten Kälte der Welt“ heimgesucht. Schockierenden neuen Prognosen zufolge wird der Nordosten der USA noch in diesem Monat mit der extremsten Kälte der Welt heimgesucht.,"Northeast set to be blasted by ‘most extreme cold on Earth’ before Christmas. The northeastern US is set to be blasted with the with most extreme cold on Earth later this month, according to shocking new forecasts.",Orientem orientale destinatum flatum esse a 'frigidissimo in Tellure ante Nativitatem'. US septentrionales cum frigidissimis in Tellure hoc mense post novis praesagitionibus horrendis flaturi esse constituitur.,2025-12-05 15:18:21+00:00
2fd446e45147c522e678ec6568c0ecb2,2025-12-01T22:16:12Z,'extreme cold',radaronline.com,en,0.9,EXCLUSIVE: Prince William 'Takes Up Kate Middleton's Extreme Cancer-Battling Health Regime' — Despite Thinking It's 'Brutal and Insane',Prince William has adopted his wife Catherine's extreme cold-water swimming routine – a practice she believes helps her body manage shock and stress.,https://radaronline.com/p/prince-william-kate-middleton-extreme-cancer-battling-health-regime/,https://media.radaronline.com/brand-img/cuNTTKGau/1200x628/prince-william-takes-up-kate-middletons-extreme-cancer-battling-health-regime-despite-thinking-its-brutal-and-insane3-1764608697900.jpg,,"Catherine, also 43, revealed in 2023 she relished plunging into icy lakes and seas, even in darkness or poor weather an admission made during a joint appearance with William and Princess Anne on the … [+808 chars]",,"EXKLUSIV: Prinz William „übernimmt Kate Middletons extrem krebsbekämpfende Gesundheitspolitik“ – obwohl er sie für „brutal und verrückt“ hält. Prinz William hat die extreme Kaltwasserschwimmroutine seiner Frau Catherine übernommen – eine Praxis, von der sie glaubt, dass sie ihrem Körper hilft, mit Schock und Stress umzugehen.",EXCLUSIVE: Prince William 'Takes Up Kate Middleton's Extreme Cancer-Battling Health Regime' — Despite Thinking It's 'Brutal and Insane'. Prince William has adopted his wife Catherine's extreme cold-water swimming routine – a practice she believes helps her body manage shock and stress.,PRAECIPUUS: Princeps William 'Kate Middleton summam Salutem Regime Cancer-Battling suscipit' — Quamvis cogitans 'ferum et insanum'. Princeps William suscepit uxorem suam Catharinam aquae frigidae exercitationis summae natandi - quae praxim credit adiuvat corpus eius impulsus et accentus administrare.,2025-12-05 15:18:21+00:00
144b3a07562887ff40d319e037bd0f93,2025-12-01T22:42:13Z,'extreme cold',dailycaller.com,en,0.9,"Northeast Will Be Colder Than Literally Anywhere Else On Earth, Climatologist Warns",A powerful blast is forecast to plunge much of the central and eastern United States with some of the planet’s most extreme cold temperatures before Christmas.,https://dailycaller.com/2025/12/01/northeast-coldest-temperatures-earth-climatologist/,"https://images.dailycaller.com/image/width=1280,height=549,fit=cover,format=webp,f=auto/https://cdn01.dailycaller.com/wp-content/uploads/2025/12/GettyImages-462292328-scaled-e1764628069182.jpg",,"A powerful blast is forecast to plunge much of the central and eastern United States with some of the planet’s most extreme cold temperatures right before Christmas, according to a recent forecast.
… [+1495 chars]",,"Im Nordosten wird es kälter sein als buchstäblich irgendwo sonst auf der Erde, warnt der Klimatologe. Es wird prognostiziert, dass eine starke Explosion weite Teile der zentralen und östlichen Vereinigten Staaten vor Weihnachten mit einigen der extremsten Kältetemperaturen der Welt überschwemmen wird.","Northeast Will Be Colder Than Literally Anywhere Else On Earth, Climatologist Warns. A powerful blast is forecast to plunge much of the central and eastern United States with some of the planet’s most extreme cold temperatures before Christmas.","Oriens frigidior erit quam literam alibi in terra, Climatologist monet. Praevidetur vehemens flatus multum praecipitare in Civitatibus Foederatis Americae centralis et orientalis cum aliquibus planetis frigidissimis temperaturis ante Nativitatem Domini.",2025-12-05 15:18:21+00:00
b6786f32bc4d4ffbffd8600da367c4bc,2025-12-02T04:45:02Z,'extreme cold',english.khabarhub.com,en,0.9,Severe cold triggers surge in respiratory illnesses among children in Mustang,"KATHMANDU: A sharp rise in cold temperatures has left children in Mustang increasingly vulnerable to cough, cold, pneumonia, and other respiratory complications, according to local health authorities. The extreme cold has also adversely affected the health of…",https://english.khabarhub.com/2025/02/509788/,https://i0.wp.com/english.khabarhub.com/wp-content/uploads/2023/03/kagbeni-Mustang-scaled.jpg?fit=2560%2C1707&ssl=1,,"KATHMANDU: A sharp rise in cold temperatures has left children in Mustang increasingly vulnerable to cough, cold, pneumonia, and other respiratory complications, according to local health authorities… [+2035 chars]",,"Schwere Erkältung löst bei Kindern in Mustang einen Anstieg von Atemwegserkrankungen aus. KATHMANDU: Ein starker Anstieg der kalten Temperaturen hat nach Angaben der örtlichen Gesundheitsbehörden dazu geführt, dass Kinder in Mustang zunehmend anfällig für Husten, Erkältung, Lungenentzündung und andere Atemwegserkrankungen sind. Die extreme Kälte hat sich auch negativ auf die Gesundheit von… ausgewirkt.","Severe cold triggers surge in respiratory illnesses among children in Mustang. KATHMANDU: A sharp rise in cold temperatures has left children in Mustang increasingly vulnerable to cough, cold, pneumonia, and other respiratory complications, according to local health authorities. The extreme cold has also adversely affected the health of…","Gravis triggeres frigidae surgent in morbis respiratoriis inter infantes in Mustang. KATHMANDU: Acutus ortus in frigidis temperaturis liberos reliquit in Mustang magis vulnerabiles ad tussim, frigus, pneumoniam, et alia inpedimenta respiratoria, secundum auctoritates locales sanitatis. Extremum frigus etiam adversatur sanitati…",2025-12-05 15:18:21+00:00
2212ead7175afb660fb4dcdc273be813,2025-12-04T14:27:31Z,'cold snap',www.the-independent.com,en,0.9,How to prevent your dog getting frostbite during the cold snap,"A pet’s vulnerability depends on its breed, size, age, and the specific temperature and wind chill",https://www.the-independent.com/life-style/frostbite-dogs-hypothermia-winter-snow-walk-cold-paws-b2878138.html,https://static.the-independent.com/2025/11/11/19/Wintry_Weather_Chicago_10702.jpg?width=1200&height=800&crop=1200:800,,"Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+7371 chars]",,"So verhindern Sie, dass Ihr Hund während des Kälteeinbruchs Erfrierungen bekommt. Die Anfälligkeit eines Haustiers hängt von seiner Rasse, seiner Größe, seinem Alter sowie der spezifischen Temperatur und dem Wind ab","How to prevent your dog getting frostbite during the cold snap. A pet’s vulnerability depends on its breed, size, age, and the specific temperature and wind chill","Quomodo ne canis tuus congelationis in frigore frangeretur. vulnerabilitas pet's dependet a suo genere, magnitudine, aetate, et specifica temperie et ventorum frigore",2025-12-06 01:12:36+00:00
